Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2003-07-28 00:00:00-04:00,20.030121790116546,20.227768021346687,19.855062160896736,20.04141616821289,8228700,0.0,0.0
2003-07-29 00:00:00-04:00,20.092238140596514,20.09788425208929,19.623531181955315,19.900238037109375,9207500,0.0,0.0
2003-07-30 00:00:00-04:00,20.047061459166255,20.092238969701445,19.7816489702277,19.79859161376953,5860400,0.0,0.0
2003-07-31 00:00:00-04:00,20.131763011320487,20.22211585485711,19.75340899801096,19.792938232421875,8761300,0.0,0.0
2003-08-01 00:00:00-04:00,19.809887539905027,19.815533652072137,18.76518014602982,18.838592529296875,20439300,0.0,0.0
2003-08-04 00:00:00-04:00,18.838584873690774,19.08705463753702,18.296467850290846,19.04752540588379,15744400,0.0,0.0
2003-08-05 00:00:00-04:00,19.002345689595916,19.030580540821997,18.482815379475564,18.499755859375,12309200,0.0,0.0
2003-08-06 00:00:00-04:00,18.63529241173613,18.787763244515787,18.352939496406794,18.62964630126953,12232200,0.0,0.0
2003-08-07 00:00:00-04:00,18.499757380335712,18.680465182237896,18.36422922163563,18.550580978393555,9218200,0.0,0.0
2003-08-08 00:00:00-04:00,18.759528383819212,18.770822758934198,18.44329234314491,18.62964630126953,6296700,0.0,0.0
2003-08-11 00:00:00-04:00,18.62965081445213,19.019297156496126,18.60141379273312,18.759532928466797,6982000,0.0,0.0
2003-08-12 00:00:00-04:00,18.900697551987484,19.075754913300358,18.80469647762604,18.99669647216797,8519300,0.0,0.0
2003-08-13 00:00:00-04:00,19.08706488139009,19.104007528464127,18.70871284559922,18.878124237060547,6716000,0.0,0.0
2003-08-14 00:00:00-04:00,18.878123085925978,19.171770485171756,18.7538870678113,19.143535614013672,6993000,0.0,0.0
2003-08-15 00:00:00-04:00,19.200001427961553,19.200001427961553,18.906354088796753,19.00800132751465,3542300,0.0,0.0
2003-08-18 00:00:00-04:00,19.256462467994794,19.256462467994794,19.007992748923666,19.228227615356445,7126400,0.0,0.0
2003-08-19 00:00:00-04:00,19.284708245706447,19.431530838711065,19.104002521616696,19.307294845581055,8275200,0.0,0.0
2003-08-20 00:00:00-04:00,19.583988755186,19.781634837112264,19.228223653537988,19.6686954498291,9319200,0.0,0.0
2003-08-21 00:00:00-04:00,19.792942177702187,20.00753103169329,19.41459024315838,19.5388240814209,8675600,0.0,0.0
2003-08-22 00:00:00-04:00,19.66870578733177,19.849411486977235,19.098351672553015,19.154821395874023,8131400,0.0,0.0
2003-08-25 00:00:00-04:00,19.041880597835167,19.13223344124558,18.787762552561585,19.05317497253418,6126200,0.0,0.0
2003-08-26 00:00:00-04:00,18.917648139786593,19.51623718478988,18.635295182476348,18.849884033203125,9840600,0.0,0.0
2003-08-27 00:00:00-04:00,18.719996299175143,18.861172735355403,18.66917269598299,18.78211212158203,6019800,0.0,0.0
2003-08-28 00:00:00-04:00,18.78211036054967,19.239522746391525,18.703051908370366,19.149169921875,5600000,0.0,0.0
2003-08-29 00:00:00-04:00,19.177414966608854,19.36941509000902,19.075767715739214,19.32423973083496,5862800,0.0,0.0
2003-09-02 00:00:00-04:00,19.43716826939964,19.78163907528531,19.245170408210846,19.595287322998047,8424200,0.0,0.0
2003-09-03 00:00:00-04:00,19.595297005487865,19.787297115729547,19.510590250840963,19.685649871826172,7478400,0.0,0.0
2003-09-04 00:00:00-04:00,19.691289137383567,19.736466631936842,19.521877841171793,19.583995819091797,6254600,0.0,0.0
2003-09-05 00:00:00-04:00,19.47670834682458,19.58964780874406,19.290354357129562,19.307294845581055,6752900,0.0,0.0
2003-09-08 00:00:00-04:00,19.392002754803876,19.65176697943009,19.346825243991173,19.567062377929688,5748400,0.0,0.0
2003-09-09 00:00:00-04:00,19.482349257932228,19.57270209585972,19.3185840660069,19.346818923950195,5257900,0.0,0.0
2003-09-10 00:00:00-04:00,19.15482358991979,19.352471952546228,18.72564804264834,18.849884033203125,9825500,0.0,0.0
2003-09-11 00:00:00-04:00,19.05881824519397,19.284701397179933,18.928936186765522,19.019289016723633,6717500,0.0,0.0
2003-09-12 00:00:00-04:00,18.928940306719596,19.27341121909194,18.883762804816797,19.19999885559082,6251300,0.0,0.0
