Date,Open,High,Low,Close,Adj Close,Volume
2003-07-23,78.393883,79.130020,78.135757,78.680687,45.216091,5571833
2003-07-24,79.302101,79.340347,77.925430,77.925430,44.782078,6128619
2003-07-25,78.011475,80.057358,77.982796,79.875717,45.902863,6490116
2003-07-28,79.990440,80.019119,78.432121,78.910133,45.347939,6718981
2003-07-29,78.919693,79.235184,78.011475,78.202675,44.941376,7617704
2003-07-30,78.824089,78.824089,77.036331,77.399620,44.479908,6960712
2003-07-31,78.202675,78.910133,77.533463,77.676865,44.639236,8420614
2003-08-01,77.581261,77.695984,76.529640,77.695984,44.650223,6773268
2003-08-04,77.198853,77.782028,76.539200,77.562141,44.573284,6158848
2003-08-05,77.562141,77.753349,76.290634,76.338432,43.870049,7340933
2003-08-06,76.195030,77.131927,75.267685,76.242828,43.903091,7815921
2003-08-07,76.185471,77.265778,75.889099,77.141495,44.420570,5542231
2003-08-08,77.485657,77.695984,76.816444,77.323135,44.525181,4826035
2003-08-11,77.313576,77.915871,76.749519,77.456978,44.602230,4457215
2003-08-12,77.868073,77.954109,77.103249,77.925430,44.871998,4847373
2003-08-13,78.059273,78.575523,77.036331,77.629066,44.701336,5374766
2003-08-14,77.437859,78.154877,77.141495,77.973228,44.899540,4772584
2003-08-15,78.202675,78.374763,77.629066,78.193115,45.026131,3790286
2003-08-18,78.441681,80.000000,78.298279,79.847038,45.978512,7162171
2003-08-19,79.445503,80.124283,78.929253,79.206497,45.609669,6608942
2003-08-20,78.393883,79.646271,78.393883,79.397705,45.719769,5052075
2003-08-21,79.722755,80.162521,79.206497,79.206497,45.609669,5423719
2003-08-22,80.544930,80.994263,79.311661,79.321220,45.675720,7776905
2003-08-25,79.206497,79.378586,78.154877,78.355644,45.119717,5387841
2003-08-26,78.059273,78.910133,77.695984,78.871895,45.416996,5825802
2003-08-27,78.393883,78.900574,78.298279,78.393883,45.141743,4010469
2003-08-28,78.393883,78.718925,77.695984,78.298279,45.086685,5770050
2003-08-29,78.346077,78.499046,77.973228,78.403442,45.147243,4416944
2003-09-02,78.776291,82.179733,78.680687,81.988525,47.211658,12977094
2003-09-03,82.447418,83.460800,82.217972,82.533463,47.525448,11334142
2003-09-04,82.533463,84.407265,81.921608,84.043976,48.395233,10343999
2003-09-05,83.173996,84.378586,82.934990,83.126198,47.866760,8259844
2003-09-08,84.560226,85.717018,84.464630,85.181641,49.050354,9637216
2003-09-09,85.277245,86.013382,85.019119,85.487572,49.226524,8475215
2003-09-10,85.076485,85.086044,83.757172,83.977058,48.356705,7659440
2003-09-11,82.934990,84.531548,82.600380,84.053535,48.400738,10202161
2003-09-12,83.747612,85.095604,83.365204,84.799232,48.830147,7540823
2003-09-15,85.755257,86.003822,84.502869,84.598473,48.714550,7641448
2003-09-16,84.598473,86.434036,84.598473,86.319313,49.705441,8259321
2003-09-17,86.424477,87.896751,86.233269,86.644356,49.892635,9504584
2003-09-18,86.644356,88.365204,86.481834,87.954109,50.646832,8722280
2003-09-19,88.384323,89.359467,87.762909,89.177818,51.351509,9845475
2003-09-22,88.183556,88.183556,86.902489,87.370934,50.311024,7638520
2003-09-23,87.476097,88.040154,86.577438,87.323135,50.283489,8300219
2003-09-24,87.074570,87.782028,85.401527,85.468452,49.215515,7924287
2003-09-25,85.468452,86.969406,85.277245,85.478012,49.221016,6888433
2003-09-26,85.478012,86.175911,85.086044,85.133842,49.022823,5330207
2003-09-29,85.325050,86.214149,85.152962,85.516251,49.243023,5986467
2003-09-30,85.277245,85.325050,84.034416,84.445503,48.626457,7381308
2003-10-01,84.847038,86.615677,84.799232,86.376671,49.738483,8289759
2003-10-02,85.611855,86.472275,85.296364,86.118546,49.589851,7770002
2003-10-03,86.998085,87.906311,86.586998,86.653923,49.898129,7823348
2003-10-06,86.749519,87.724663,86.529640,87.170174,50.195400,4022288
2003-10-07,86.520073,87.667305,86.424477,87.667305,50.481682,5616811
2003-10-08,87.954109,88.785851,87.906311,88.585083,51.010162,6714169
2003-10-09,89.196938,89.483749,88.145317,88.384323,50.894566,7942278
2003-10-10,88.336517,89.082214,88.298279,88.594643,51.015678,4707523
2003-10-13,89.005737,89.426384,88.508606,89.101341,51.307438,5061803
2003-10-14,88.575523,88.862335,88.260040,88.642448,51.043182,4915677
2003-10-15,89.770554,90.382408,88.661568,88.661568,51.054188,12090400
2003-10-16,85.344170,85.755257,84.760994,85.353729,49.149456,17775724
2003-10-17,85.353729,85.736137,84.904396,85.305923,49.121944,9943485
