Date,Open,High,Low,Close,Volume
2003-01-01,36.639137268066406,36.639137268066406,36.639137268066406,36.639137268066406,0
2003-01-02,36.570695064889755,38.608160716113495,36.46802091328813,37.66651153564453,30864084
2003-01-03,37.66650102512764,39.29296129674001,37.66650102512764,38.693763732910156,31248726
2003-01-06,38.351314544677734,38.6937697582955,36.810368856503416,38.351314544677734,33607430
2003-01-07,38.351309646505364,38.52253723144531,37.58088828736809,38.52253723144531,27311459
2003-01-08,38.351312373455706,38.52932680156964,37.324049563865515,38.0944709777832,39656222
2003-01-09,37.66650883513116,39.13890113145048,36.55363210652531,37.49528121948242,62926409
2003-01-10,37.15282551385329,37.49528074077862,34.75584447159522,36.981597900390625,130977990
2003-01-13,36.98160102394469,37.83763639045118,36.895987209982216,37.66651153564453,57612239
2003-01-14,37.666497873385055,38.55676017178714,35.95432498828709,37.4096565246582,49836384
2003-01-15,37.324044607520584,37.324044607520584,35.26951545475471,35.35512924194336,52006475
2003-01-16,35.95433584164905,36.55363250291849,35.37220229009267,36.296791076660156,34420244
2003-01-17,36.22824042257562,36.63914638858937,35.61188337676092,35.86872482299805,25162268
2003-01-20,36.29678869472186,36.29678869472186,34.92707061767578,34.92707061767578,24341294
2003-01-21,34.92707061767578,35.78310587591509,34.75584301140685,34.92707061767578,21946961
2003-01-22,35.26952091360856,35.52626334823635,34.242258081435914,35.098297119140625,30946828
2003-01-23,35.18390873271898,35.78310252545084,34.67022596200965,34.841453552246094,42553230
2003-01-24,35.029837254442775,35.029837254442775,33.55734634399414,33.55734634399414,51671566
2003-01-27,32.87254117821964,34.17370959782279,32.18773352424996,32.615699768066406,45074882
2003-01-28,33.89980233596009,33.89980233596009,32.44447052493165,32.87253952026367,28261305
2003-01-29,33.14644673031545,33.14644673031545,31.26314479565828,32.615699768066406,59753778
2003-01-30,32.87254553150943,34.4134914233897,32.016510157406714,34.24226379394531,54261462
2003-01-31,32.70131168855361,34.07102969073209,32.70131168855361,33.471736907958984,49554616
2003-02-03,34.68738873256419,34.68738873256419,33.7285728552681,34.3278694152832,36110969
2003-02-04,34.32787217989799,34.41348598108082,32.01650509416754,32.1877326965332,44583849
2003-02-05,32.11917306904459,32.73553370059213,31.417202459147944,32.53007888793945,62162422
2003-02-06,32.016500720695895,32.87253584248634,31.434367300131346,31.67404556274414,46273178
2003-02-07,32.18772894062777,32.18772894062777,29.790746430206767,30.13319969177246,86583217
2003-02-10,30.133201845569797,30.133201845569797,28.763483861674644,28.934711456298828,55294355
2003-02-11,28.83193511766651,30.304331068515715,28.83193511766651,29.705135345458984,94477008
2003-02-12,29.96197564393311,30.133201332435995,29.105839588596726,29.27706527709961,27640350
2003-02-13,28.900388848353934,29.020326964369975,27.992963239266917,28.078577041625977,83738582
2003-02-14,28.52380190758706,28.86615808610423,27.479376139885517,27.736217498779297,66023124
2003-02-17,28.352580718292554,29.533908034832823,28.078576210890795,29.362680435180664,34041205
2003-02-18,29.27706527709961,29.96197564393311,28.76348337186556,29.27706527709961,50341723
2003-02-19,29.07160938177857,31.263138863556776,28.50664098576839,29.44828987121582,76312644
2003-02-20,29.790752586450218,30.133205918783712,27.907452434002845,28.335420608520508,80632671
2003-02-21,28.421027163005526,28.421027163005526,27.136921227404667,27.393762588500977,49086787
2003-02-24,27.222535257961937,27.393762833557897,26.45211394086702,27.05130958557129,48053690
2003-02-25,27.051311981596275,27.051311981596275,25.767306790661124,26.109661102294922,69248067
2003-02-26,26.109657798747413,26.88017995648065,23.28470742147818,24.568811416625977,99160810
2003-02-27,24.534586098151284,27.136920463884888,24.140744418113833,26.024044036865234,135334792
2003-02-28,26.366504650813273,27.39376750653831,26.366504650813273,27.2225399017334,108597291
2003-03-03,27.3937658566845,27.907448640161487,26.469278064275734,27.479379653930664,126990115
2003-03-04,29.96197641099433,30.304330733284665,26.0240481169704,26.2808895111084,248311662
2003-03-05,25.339234629756774,26.53772674460496,24.31197198736041,26.024044036865234,95611052
2003-03-06,25.95559600333455,26.332276520104664,24.740041529560585,25.339237213134766,114654717
2003-03-07,25.202235732213452,25.339237979698492,24.483202793377657,24.654428482055664,72136429
2003-03-10,24.928332680300603,25.08239716858162,23.798292973027195,23.969520568847656,53115191
2003-03-11,24.07229418100444,24.311972434405682,23.28470786991487,23.88390350341797,29239557
2003-03-12,23.62716590017746,23.62716590017746,22.000606536865234,22.000606536865234,81480075
2003-03-13,23.113487243652344,23.79829686915397,22.360127949869394,23.113487243652344,97362765
2003-03-14,24.140746727695273,25.339237053999582,23.28470966944189,23.627164840698242,84725615
2003-03-17,23.455935011005376,26.965694797843554,23.455935011005376,26.024044036865234,48405037
2003-03-18,26.02404942801171,30.047591722779924,26.02404942801171,28.078577041625977,148237340
2003-03-19,28.35257716160415,29.277062962694075,27.30814945668163,28.164186477661133,70948516
2003-03-20,27.564990409153857,27.907445560345774,26.537727728664997,27.05130958557129,53682603
2003-03-21,27.393767204307267,28.934712857446033,27.393767204307267,28.421031951904297,87775833
2003-03-24,28.934707981992847,28.934707981992847,26.366499917201722,27.393762588500977,72505834
2003-03-25,27.359541862456624,28.18135366067701,25.68169482261189,27.56499481201172,64329249
2003-03-26,27.56499114246022,27.56499114246022,26.12682259023436,26.366500854492188,54532525
2003-03-27,26.024045694189997,27.119859955997935,25.8528181140389,26.366500854492188,52441311
2003-03-28,26.5377272073463,26.606177888287377,24.91116804422442,25.681690216064453,60008860
2003-03-31,25.681694035736555,25.681694035736555,24.05513463069436,24.226362228393555,28928718
2003-04-01,24.654431168903496,26.195277923994624,24.654431168903496,25.93843650817871,31426123
2003-04-02,26.366502276587322,27.308151245117188,26.195274687200953,27.308151245117188,43718754
2003-04-03,27.0513117642431,27.736220218583117,26.88018314154097,27.308151245117188,45706305
2003-04-04,27.325316515847057,28.50664575831444,26.743183013791327,27.56499481201172,63192296
2003-04-07,28.48947679245113,31.930884835936634,28.335412329435822,30.81800651550293,111721497
2003-04-08,30.74955621327298,30.73239310833781,29.362675322709745,29.876358032226562,55721668
2003-04-09,29.961976154151138,29.961976154151138,28.934711456298828,28.934711456298828,40241305
2003-04-10,28.934711760679207,29.277066083636196,27.56499376237522,27.992961883544922,44592209
2003-04-11,27.94167535965824,29.44829479629571,27.49654411401581,28.421031951904297,30018295
2003-04-14,29.037386996664313,29.27706527709961,27.907448186420254,29.27706527709961,37856993
2003-04-15,29.208612998050164,30.389942098670574,29.208612998050164,30.13319969177246,33854358
2003-04-16,30.818009151429035,30.818009151429035,29.105838003869994,30.13319969177246,50544917
2003-04-17,29.585294576743806,30.13320078303729,29.44829233189676,29.96197509765625,8533016
2003-04-18,29.96197509765625,30.13320078303729,29.44829233189676,29.96197509765625,0
2003-04-21,29.96197509765625,30.13320078303729,29.44829233189676,29.96197509765625,0
2003-04-22,30.338653507074103,30.95501229982035,29.705133510836784,30.56117057800293,37497983
2003-04-23,30.047591669519882,30.047591669519882,28.677871704101562,28.677871704101562,53435057
2003-04-24,29.551070855229362,29.9619767424382,28.59225682844382,29.705135345458984,32919216
2003-04-25,28.934712051526134,29.61952157421756,28.42103116029197,29.1058406829834,58050007
2003-04-28,29.208612998050164,30.818009151429035,28.866159736484473,30.13319969177246,47284845
2003-04-29,30.338655373605,31.84527666971402,30.13320243004946,31.16046714782715,64839173
2003-04-30,31.502816228763066,31.588430013481506,30.646779251456632,31.074848175048828,49562285
2003-05-01,30.886460742922846,30.98923764332483,30.47555678429746,30.56117057800293,17219387
2003-05-02,30.13320320794002,32.78692653171004,30.13320320794002,32.1877326965332,55090683
2003-05-05,32.1877326965332,32.1877326965332,32.1877326965332,32.1877326965332,0
2003-05-06,32.34857492789611,35.52625784964509,32.18772743522179,35.35512924194336,117704592
2003-05-07,35.714655181367384,37.067210149826714,34.75584301140685,34.92707061767578,121031415
2003-05-08,34.927070663002404,34.927070663002404,32.70131351841722,33.214996337890625,55415969
2003-05-09,33.8313519580428,33.81418885011259,32.53008462532238,33.38612365722656,19585472
2003-05-12,33.899803990749724,33.96825468538626,32.958154928153924,33.214996337890625,33490630
2003-05-13,32.8725413938037,33.72857666015625,32.01650612745116,33.72857666015625,45219459
2003-05-14,33.38612665675064,33.64296807940447,32.53008754793697,32.95815658569336,57139818
2003-05-15,32.667086121784045,33.814186096191406,32.49585853601042,33.814186096191406,67460891
2003-05-16,33.55734983239264,34.07102880333178,32.87253842927847,33.043766021728516,48944583
2003-05-19,32.87254829201677,33.899811381829394,32.35886536054653,32.70132064819336,77950785
2003-05-20,32.59863937966807,33.4717387809332,32.44447210868052,33.214996337890625,36259328
2003-05-21,33.55735292954722,33.72857673138925,31.3315957620548,32.01650619506836,82127483
2003-05-22,32.53008432399806,33.21499471652929,32.18773190083287,32.87253952026367,23041115
2003-05-23,32.444473740385696,32.95815658569336,32.01650747573992,32.95815658569336,17811172
2003-05-26,32.95815658569336,32.95815658569336,32.95815658569336,32.95815658569336,0
2003-05-27,31.674050652575854,33.3006101411362,31.674050652575854,33.214996337890625,29967253
2003-05-28,33.69435479989763,34.31071179213986,33.21499817118431,34.0710334777832,36406975
2003-05-29,32.53008226397244,38.265696379112455,32.53008226397244,37.83762741088867,273156413
2003-05-30,37.752011389699675,43.1451694682649,37.152813896639955,42.3747444152832,262282491
2003-06-02,42.323357991678996,43.145169585642385,40.06337801148483,41.775550842285156,111739913
2003-06-03,41.09065571955551,41.775566213111475,39.977778940642644,41.17626953125,43031415
2003-06-04,40.74829838081153,41.86117502685417,40.23461557197494,41.34749221801758,33975133
2003-06-05,41.26187020432733,42.888429335477724,41.00502885102735,42.631587982177734,51958195
2003-06-06,42.323364576728125,45.884612144831806,42.20352353658009,44.85734939575195,92514763
2003-06-09,44.686123425421336,46.46674727389433,44.51489583219756,45.19980239868164,41619373
